companyName,cik,symbol,targetedCompanyName,targetedCik,targetedSymbol,transactionDate,acceptanceTime,url
ROC ENERGY ACQUISITION CORP.,0001884516,ROCAR,DRILLING TOOLS INTERNATIONAL CORP.,0001884516,DTI,2024-05-10,2024-05-10 16:04:09,https://www.sec.gov/Archives/edgar/data/1884516/000119312524136139/d795714ds4.htm
ROC ENERGY ACQUISITION CORP.,0001884516,ROC,DRILLING TOOLS INTERNATIONAL CORP.,0001884516,DTI,2024-05-10,2024-05-10 16:04:09,https://www.sec.gov/Archives/edgar/data/1884516/000119312524136139/d795714ds4.htm
ROC ENERGY ACQUISITION CORP.,0001884516,ROCAU,DRILLING TOOLS INTERNATIONAL CORP.,0001884516,DTI,2024-05-10,2024-05-10 16:04:09,https://www.sec.gov/Archives/edgar/data/1884516/000119312524136139/d795714ds4.htm
SILEXION THERAPEUTICS CORP,0002022416,SLXNW,MORINGA ACQUISITION CORP,0001835416,MACAU,2024-05-09,2024-05-09 17:18:29,https://www.sec.gov/Archives/edgar/data/2022416/000121390024041383/ea0205334-01.htm
SILEXION THERAPEUTICS CORP,0002022416,SLXN,MORINGA ACQUISITION CORP,0001835416,MACAU,2024-05-09,2024-05-09 17:18:29,https://www.sec.gov/Archives/edgar/data/2022416/000121390024041383/ea0205334-01.htm
ASSURE HOLDINGS CORP.,0001798270,IONM,DANAM,,,2024-05-02,2024-05-02 19:41:37,https://www.sec.gov/Archives/edgar/data/1798270/000110465924056553/ionm-20231231xs4.htm
"SOUTHERN STATES BANCSHARES, INC.",0001689731,SSBK,CINCINNATI BELL INC.,0000716133,CBB,2024-05-02,2024-05-02 17:01:23,https://www.sec.gov/Archives/edgar/data/1689731/000162828024020059/southernstatesbanks-4.htm
DRIL-QUIP INC,0001042893,DRQ,INNOVEX,,,2024-05-01,2024-05-01 17:14:20,https://www.sec.gov/Archives/edgar/data/1042893/000119312524127628/d773596ds4.htm
FIRST ADVANTAGE CORP,0001210677,FA,STERLING CHECK CORP.,0001645070,STER,2024-04-29,2024-04-29 17:07:38,https://www.sec.gov/Archives/edgar/data/1210677/000119312524122741/d827170ds4.htm
SCHLUMBERGER LIMITED/NV,0000087347,SLB,CHAMPIONX CORPORATION,0001723089,CHX,2024-04-29,2024-04-29 09:17:41,https://www.sec.gov/Archives/edgar/data/87347/000119312524120388/d818663ds4.htm
CAPITAL ONE FINANCIAL CORP,0000927628,COF-PJ,CAPITAL ONE FINANCIAL CORPORATION,0000927628,COF,2024-04-18,2024-04-18 21:52:32,https://www.sec.gov/Archives/edgar/data/927628/000119312524101304/d743340ds4.htm
CAPITAL ONE FINANCIAL CORP,0000927628,COF-PI,CAPITAL ONE FINANCIAL CORPORATION,0000927628,COF,2024-04-18,2024-04-18 21:52:32,https://www.sec.gov/Archives/edgar/data/927628/000119312524101304/d743340ds4.htm
CAPITAL ONE FINANCIAL CORP,0000927628,COF,DISCOVER FINANCIAL SERVICES,0001393612,DFS,2024-04-18,2024-04-18 21:52:32,https://www.sec.gov/Archives/edgar/data/927628/000119312524101304/d743340ds4.htm
CAPITAL ONE FINANCIAL CORP,0000927628,COF-PN,CAPITAL ONE FINANCIAL CORPORATION,0000927628,COF,2024-04-18,2024-04-18 21:52:32,https://www.sec.gov/Archives/edgar/data/927628/000119312524101304/d743340ds4.htm
CAPITAL ONE FINANCIAL CORP,0000927628,COF-PK,CAPITAL ONE FINANCIAL CORPORATION,0000927628,COF,2024-04-18,2024-04-18 21:52:32,https://www.sec.gov/Archives/edgar/data/927628/000119312524101304/d743340ds4.htm
CAPITAL ONE FINANCIAL CORP,0000927628,COF-PL,CAPITAL ONE FINANCIAL CORPORATION,0000927628,COF,2024-04-18,2024-04-18 21:52:32,https://www.sec.gov/Archives/edgar/data/927628/000119312524101304/d743340ds4.htm
"ADAGIO MEDICAL HOLDINGS, INC.",0002006986,ADGM,ARYA SCIENCES ACQUISITION CORP IV,0001838821,ARYD,2024-04-18,2024-04-18 21:46:36,https://www.sec.gov/Archives/edgar/data/2006986/000114036124020617/ny20020899x14_s4.htm
"PRINCETON BANCORP, INC.",0001913971,BPRN,CORNERSTONE FINANCIAL CORPORATION,0001448324,CFIC,2024-04-12,2024-04-12 16:18:45,https://www.sec.gov/Archives/edgar/data/1913971/000119312524094711/d457836ds4.htm
WILLSCOT MOBILE MINI HOLDINGS CORP.,0001647088,WSC,MCGRATH,,,2024-04-05,2024-04-05 19:12:57,https://www.sec.gov/Archives/edgar/data/1647088/000110465924044393/tm246132-1_s4.htm
"FRESH VINE WINE, INC.",0001880343,VINE,NOTES,,VENU,2024-03-29,2024-03-29 11:38:46,https://www.sec.gov/Archives/edgar/data/1880343/000121390024027720/ea0202422-01.htm
ORRSTOWN FINANCIAL SERVICES INC,0000826154,ORRF,ORRSTOWN BANK,,,2024-03-29,2024-03-29 08:58:37,https://www.sec.gov/Archives/edgar/data/826154/000114036124016466/ny20024120x1_s4.htm
NATIONAL BANKSHARES INC,0000796534,NKSH,FRONTIER,,,2024-03-28,2024-03-28 15:01:13,https://www.sec.gov/Archives/edgar/data/796534/000119312524080424/d791984ds4.htm
REGAL REXNORD CORP,0000082811,RRX,ALTRA,,,2024-03-26,2024-03-26 07:42:43,https://www.sec.gov/Archives/edgar/data/82811/000110465924038715/tm249053-1_s4.htm
SYNOPSYS INC,0000883241,SNPS,"ANSYS, INC.",0001013462,ANSS,2024-03-13,2024-03-13 21:48:33,https://www.sec.gov/Archives/edgar/data/883241/000114036124013120/ny20023075x1_s4.htm
FIRSTSUN CAPITAL BANCORP,0001709442,FSUN,"HOMESTREET, INC.",0001518715,HMST,2024-03-08,2024-03-08 16:57:09,https://www.sec.gov/Archives/edgar/data/1709442/000155278124000090/e24069_fsun-s4.htm
"SENSASURE TECHNOLOGIES, INC.",0001885336,SESU,VERDE,,SSTC,2024-03-04,2024-03-04 18:17:08,https://www.sec.gov/Archives/edgar/data/1885336/000121390024019665/ea0200918-01.htm
CHESAPEAKE ENERGY CORP,0000895126,CHKEL,CHESAPEAKE ENERGY CORPORATION,0000895126,CHK,2024-02-29,2024-02-29 17:25:49,https://www.sec.gov/Archives/edgar/data/895126/000110465924029464/tm243657-1_s4.htm
CHESAPEAKE ENERGY CORP,0000895126,CHK,SOUTHWESTERN ENERGY COMPANY,0000007332,SWN,2024-02-29,2024-02-29 17:25:49,https://www.sec.gov/Archives/edgar/data/895126/000110465924029464/tm243657-1_s4.htm
CHESAPEAKE ENERGY CORP,0000895126,CHKEW,CHESAPEAKE ENERGY CORPORATION,0000895126,CHK,2024-02-29,2024-02-29 17:25:49,https://www.sec.gov/Archives/edgar/data/895126/000110465924029464/tm243657-1_s4.htm
CHESAPEAKE ENERGY CORP,0000895126,CHKEZ,CHESAPEAKE ENERGY CORPORATION,0000895126,CHK,2024-02-29,2024-02-29 17:25:49,https://www.sec.gov/Archives/edgar/data/895126/000110465924029464/tm243657-1_s4.htm
SUNOCO LP,0001552275,SUN,NUSTAR ENERGY L.P.,0001110805,NS,2024-02-26,2024-02-26 17:17:01,https://www.sec.gov/Archives/edgar/data/1552275/000119312524046319/d464008ds4.htm
CHEVRON CORP,0000093410,CVX,HESS,,,2024-02-26,2024-02-26 16:25:29,https://www.sec.gov/Archives/edgar/data/93410/000119312524046223/d576159ds4.htm
AON PLC,0000315293,AON,NFP,,,2024-02-26,2024-02-26 08:04:38,https://www.sec.gov/Archives/edgar/data/315293/000119312524045397/d615553ds4.htm
VERSUS SYSTEMS INC.,0001701963,VSSYW,VERSUS SYSTEMS INC.,0001701963,VS,2024-02-16,2024-02-16 17:32:54,https://www.sec.gov/Archives/edgar/data/1701963/000121390024014986/fs42024_versussystems.htm
VERSUS SYSTEMS INC.,0001701963,VS,VERSUS SYSTEMS INC.,0001701963,VSSYW,2024-02-16,2024-02-16 17:32:54,https://www.sec.gov/Archives/edgar/data/1701963/000121390024014986/fs42024_versussystems.htm
VERSUS SYSTEMS INC.,0001701963,VRSSF,VERSUS SYSTEMS INC.,0001701963,VS,2024-02-16,2024-02-16 17:32:54,https://www.sec.gov/Archives/edgar/data/1701963/000121390024014986/fs42024_versussystems.htm
FORTUNE RISE ACQUISITION CORP,0001849294,FRLAW,FORTUNE RISE ACQUISITION CORPORATION,0001849294,FRLA,2024-02-14,2024-02-14 17:28:19,https://www.sec.gov/Archives/edgar/data/1849294/000109690624000209/frla_s4.htm
FORTUNE RISE ACQUISITION CORP,0001849294,FRLA,FORTUNE RISE ACQUISITION CORPORATION,0001849294,FRLAU,2024-02-14,2024-02-14 17:28:19,https://www.sec.gov/Archives/edgar/data/1849294/000109690624000209/frla_s4.htm
SLAM CORP.,0001838162,SLAMW,SLAM CORP.,0001838162,SLAMU,2024-02-14,2024-02-14 17:19:42,https://www.sec.gov/Archives/edgar/data/1838162/000121390024014166/fs42024_slamcorp.htm
SLAM CORP.,0001838162,SLAM,SLAM CORP.,0001838162,SLAMU,2024-02-14,2024-02-14 17:19:42,https://www.sec.gov/Archives/edgar/data/1838162/000121390024014166/fs42024_slamcorp.htm
SLAM CORP.,0001838162,SLAMU,SLAM CORP.,0001838162,SLAM,2024-02-14,2024-02-14 17:19:42,https://www.sec.gov/Archives/edgar/data/1838162/000121390024014166/fs42024_slamcorp.htm
99 ACQUISITION GROUP INC.,0001950429,NNAGU,99 ACQUISITION GROUP INC. CLASS A COMMON STOCK,0001950429,NNAG,2024-02-14,2024-02-14 17:09:35,https://www.sec.gov/Archives/edgar/data/1950429/000121390024014149/fs42024_99acquisition.htm
ROTH CH ACQUISITION V CO.,0001885998,ROCLW,ROTH CH ACQUISITION V CO.,0001885998,ROCLU,2024-02-14,2024-02-14 16:06:17,https://www.sec.gov/Archives/edgar/data/1885998/000110465924023569/rocl-20230930xs4.htm
ROTH CH ACQUISITION V CO.,0001885998,ROCLU,ROTH CH ACQUISITION V CO.,0001885998,ROCL,2024-02-14,2024-02-14 16:06:17,https://www.sec.gov/Archives/edgar/data/1885998/000110465924023569/rocl-20230930xs4.htm
ROTH CH ACQUISITION V CO.,0001885998,ROCL,ROTH CH ACQUISITION V CO.,0001885998,ROCLU,2024-02-14,2024-02-14 16:06:17,https://www.sec.gov/Archives/edgar/data/1885998/000110465924023569/rocl-20230930xs4.htm
ATMUS FILTRATION TECHNOLOGIES INC.,0001921963,ATMU,CUMMINS INC.,0000026172,CMI,2024-02-14,2024-02-14 08:39:34,https://www.sec.gov/Archives/edgar/data/1921963/000110465924022978/atmu-20231231xs4.htm
"AVROBIO, INC.",0001681087,AVRO,TECTONIC THERAPEUTIC INC,0000000000,TECX,2024-02-13,2024-02-13 21:38:18,https://www.sec.gov/Archives/edgar/data/1681087/000119312524034461/d770053ds4.htm
GOLDEN ARROW MERGER CORP.,0001841125,GAMCU,BOLT PROJECTS HOLDINGS INC,0000000000,BSLK,2024-02-02,2024-02-02 16:44:08,https://www.sec.gov/Archives/edgar/data/1841125/000121390024009691/fs42024_goldenarrow.htm
GOLDEN ARROW MERGER CORP.,0001841125,GAMCW,BOLT PROJECTS HOLDINGS INC,0000000000,BSLK,2024-02-02,2024-02-02 16:44:08,https://www.sec.gov/Archives/edgar/data/1841125/000121390024009691/fs42024_goldenarrow.htm
GOLDEN ARROW MERGER CORP.,0001841125,GAMC,BOLT PROJECTS HOLDINGS INC,0000000000,BSLK,2024-02-02,2024-02-02 16:44:08,https://www.sec.gov/Archives/edgar/data/1841125/000121390024009691/fs42024_goldenarrow.htm
LCNB CORP,0001074902,LCNB,"EAGLE FINANCIAL BANCORP, INC.",0001699018,EFBI,2024-02-02,2024-02-02 16:09:34,https://www.sec.gov/Archives/edgar/data/1074902/000119312524022841/d731491ds4.htm
APA CORP,0001841666,APA,CALLON PETROLEUM COMPANY,0000928022,CPE,2024-01-31,2024-01-31 17:59:38,https://www.sec.gov/Archives/edgar/data/1841666/000119312524021134/d664038ds4.htm
POWERUP ACQUISITION CORP.,0001847345,PWUPU,POWERUP ACQUISITION CORP.,0001847345,PWUP,2024-01-26,2024-01-26 17:23:51,https://www.sec.gov/Archives/edgar/data/1847345/000149315224003997/forms-4.htm
POWERUP ACQUISITION CORP.,0001847345,PWUP,POWERUP ACQUISITION CORP.,0001847345,PWUPU,2024-01-26,2024-01-26 17:23:51,https://www.sec.gov/Archives/edgar/data/1847345/000149315224003997/forms-4.htm
POWERUP ACQUISITION CORP.,0001847345,PWUPW,POWERUP ACQUISITION CORP.,0001847345,PWUPU,2024-01-26,2024-01-26 17:23:51,https://www.sec.gov/Archives/edgar/data/1847345/000149315224003997/forms-4.htm
"WAVEDANCER, INC.",0000803578,WAVD,FIREFLY,,,2024-01-22,2024-01-22 16:59:49,https://www.sec.gov/Archives/edgar/data/803578/000143774924001875/wavd20240103_s4.htm
ATLANTIC COASTAL ACQUISITION CORP. II,0001893219,ACABW,ABPRO CORPORATION,0000000000,ABP,2024-01-19,2024-01-19 16:23:08,https://www.sec.gov/Archives/edgar/data/1893219/000119312524011270/d509388ds4.htm
ATLANTIC COASTAL ACQUISITION CORP. II,0001893219,ACAB,ABPRO CORPORATION,0000000000,ABP,2024-01-19,2024-01-19 16:23:08,https://www.sec.gov/Archives/edgar/data/1893219/000119312524011270/d509388ds4.htm
ATLANTIC COASTAL ACQUISITION CORP. II,0001893219,ACABU,ABPRO CORPORATION,0000000000,ABP,2024-01-19,2024-01-19 16:23:08,https://www.sec.gov/Archives/edgar/data/1893219/000119312524011270/d509388ds4.htm
"INVO BIOSCIENCE, INC.",0001417926,INVO,NAYA,,,2024-01-16,2024-01-16 17:29:59,https://www.sec.gov/Archives/edgar/data/1417926/000149315224002505/forms-4.htm
GLOBAL PARTNER ACQUISITION CORP II,0001831979,GPACW,GLOBAL PARTNER ACQUISITION CORP II,0001831979,GPAC,2024-01-12,2024-01-12 17:27:08,https://www.sec.gov/Archives/edgar/data/1831979/000119312524007673/d656463ds4.htm
GLOBAL PARTNER ACQUISITION CORP II,0001831979,GPACU,GLOBAL PARTNER ACQUISITION CORP II,0001831979,GPAC,2024-01-12,2024-01-12 17:27:08,https://www.sec.gov/Archives/edgar/data/1831979/000119312524007673/d656463ds4.htm
GLOBAL PARTNER ACQUISITION CORP II,0001831979,GPAC,GLOBAL PARTNER ACQUISITION CORP II,0001831979,GPACW,2024-01-12,2024-01-12 17:27:08,https://www.sec.gov/Archives/edgar/data/1831979/000119312524007673/d656463ds4.htm
"KODIAK GAS SERVICES, INC.",0001767042,KGS,CSI COMPRESSCO LP,0001449488,CCLP,2024-01-12,2024-01-12 17:25:20,https://www.sec.gov/Archives/edgar/data/1767042/000119312524007670/d475371ds4.htm
FIRST BUSEY CORP /NV/,0000314489,BUSE,M&M BANK,,,2024-01-12,2024-01-12 17:19:54,https://www.sec.gov/Archives/edgar/data/314489/000110465924003762/tm2332381-1_s4.htm
"FG FINANCIAL GROUP, INC.",0001591890,FGF,FG GROUP HOLDINGS INC.,0000946454,FGH,2024-01-08,2024-01-08 17:26:45,https://www.sec.gov/Archives/edgar/data/1591890/000149315224001738/forms-4.htm
"FG FINANCIAL GROUP, INC.",0001591890,FGFPP,"FG FINANCIAL GROUP, INC.",0001591890,FGF,2024-01-08,2024-01-08 17:26:45,https://www.sec.gov/Archives/edgar/data/1591890/000149315224001738/forms-4.htm
ACHARI VENTURES HOLDINGS CORP. I,0001844507,AVHIU,ACHARI VENTURES HOLDINGS CORP. I,0001844507,AVHI,2024-01-08,2024-01-08 16:12:16,https://www.sec.gov/Archives/edgar/data/1844507/000121390024001904/fs42023_acharivent.htm
ACHARI VENTURES HOLDINGS CORP. I,0001844507,AVHI,ACHARI VENTURES HOLDINGS CORP. I,0001844507,AVHIU,2024-01-08,2024-01-08 16:12:16,https://www.sec.gov/Archives/edgar/data/1844507/000121390024001904/fs42023_acharivent.htm
ACHARI VENTURES HOLDINGS CORP. I,0001844507,AVHIW,ACHARI VENTURES HOLDINGS CORP. I,0001844507,AVHIU,2024-01-08,2024-01-08 16:12:16,https://www.sec.gov/Archives/edgar/data/1844507/000121390024001904/fs42023_acharivent.htm
SCREAMING EAGLE ACQUISITION CORP.,0001893325,SCRM,SCREAMING EAGLE ACQUISITION CORP.,0001893325,SCRMW,2024-01-05,2024-01-05 17:19:01,https://www.sec.gov/Archives/edgar/data/1893325/000119312524003480/d684853ds4.htm
SCREAMING EAGLE ACQUISITION CORP.,0001893325,SCRMU,SCREAMING EAGLE ACQUISITION CORP.,0001893325,SCRM,2024-01-05,2024-01-05 17:19:01,https://www.sec.gov/Archives/edgar/data/1893325/000119312524003480/d684853ds4.htm
SCREAMING EAGLE ACQUISITION CORP.,0001893325,SCRMW,SCREAMING EAGLE ACQUISITION CORP.,0001893325,SCRM,2024-01-05,2024-01-05 17:19:01,https://www.sec.gov/Archives/edgar/data/1893325/000119312524003480/d684853ds4.htm
PLUM ACQUISITION CORP. I,0001840317,PLMIW,PLUM ACQUISITION CORP. I,0001840317,PLMI,2024-01-05,2024-01-05 17:12:34,https://www.sec.gov/Archives/edgar/data/1840317/000121390024001598/fs42023_plumacq1.htm
PLUM ACQUISITION CORP. I,0001840317,PLMI,PLUM ACQUISITION CORP. I,0001840317,PLMIU,2024-01-05,2024-01-05 17:12:34,https://www.sec.gov/Archives/edgar/data/1840317/000121390024001598/fs42023_plumacq1.htm
PLUM ACQUISITION CORP. I,0001840317,PLMIU,PLUM ACQUISITION CORP. I,0001840317,PLMI,2024-01-05,2024-01-05 17:12:34,https://www.sec.gov/Archives/edgar/data/1840317/000121390024001598/fs42023_plumacq1.htm
IQVIA HOLDINGS INC.,0001478242,IQV,QUINTILES HOLDINGS,,,2024-01-05,2024-01-05 16:33:26,https://www.sec.gov/Archives/edgar/data/1284037/000119312524003405/d550629ds4.htm
OLD NATIONAL BANCORP /IN/,0000707179,ONBPO,OLD NATIONAL BANCORP,0000707179,ONB,2024-01-03,2024-01-03 16:31:31,https://www.sec.gov/Archives/edgar/data/707179/000110465924000870/tm2332717-1_s4.htm
OLD NATIONAL BANCORP /IN/,0000707179,ONB,"CAPSTAR FINANCIAL HOLDINGS, INC.",0001676479,CSTR,2024-01-03,2024-01-03 16:31:31,https://www.sec.gov/Archives/edgar/data/707179/000110465924000870/tm2332717-1_s4.htm
OLD NATIONAL BANCORP /IN/,0000707179,ONBPP,OLD NATIONAL BANCORP,0000707179,ONB,2024-01-03,2024-01-03 16:31:31,https://www.sec.gov/Archives/edgar/data/707179/000110465924000870/tm2332717-1_s4.htm
INSIGHT ACQUISITION CORP. /DE,0001862463,INAQ,ALPHA MODUS,,INAQW,2023-12-27,2023-12-27 18:52:19,https://www.sec.gov/Archives/edgar/data/1862463/000121390023098988/fs42023_insightacq.htm
INSIGHT ACQUISITION CORP. /DE,0001862463,INAQ-WT,ALPHA MODUS,,INAQW,2023-12-27,2023-12-27 18:52:19,https://www.sec.gov/Archives/edgar/data/1862463/000121390023098988/fs42023_insightacq.htm
INSIGHT ACQUISITION CORP. /DE,0001862463,INAQ-UN,ALPHA MODUS,,INAQW,2023-12-27,2023-12-27 18:52:19,https://www.sec.gov/Archives/edgar/data/1862463/000121390023098988/fs42023_insightacq.htm
MONTEREY CAPITAL ACQUISITION CORP,0001895249,MCACW,MONTEREY CAPITAL ACQUISITION CORPORATION,0001895249,MCACU,2023-12-20,2023-12-20 19:35:31,https://www.sec.gov/Archives/edgar/data/1895249/000110465923127816/mcac-20230930xs4.htm
MONTEREY CAPITAL ACQUISITION CORP,0001895249,MCACR,MONTEREY CAPITAL ACQUISITION CORPORATION,0001895249,MCACU,2023-12-20,2023-12-20 19:35:31,https://www.sec.gov/Archives/edgar/data/1895249/000110465923127816/mcac-20230930xs4.htm
MONTEREY CAPITAL ACQUISITION CORP,0001895249,MCAC,MONTEREY CAPITAL ACQUISITION CORPORATION,0001895249,MCACU,2023-12-20,2023-12-20 19:35:31,https://www.sec.gov/Archives/edgar/data/1895249/000110465923127816/mcac-20230930xs4.htm
REALTY INCOME CORP,0000726728,O,SPIRIT,,,2023-12-19,2023-12-19 16:31:51,https://www.sec.gov/Archives/edgar/data/726728/000110465923127346/tm2333021-1_s4.htm
"HOMOLOGY MEDICINES, INC.",0001661998,FIXX,Q32 BIO INC.,0000000000,QTTB,2023-12-15,2023-12-15 19:15:07,https://www.sec.gov/Archives/edgar/data/1661998/000119312523296880/d938280ds4.htm
"HEALTHPEAK PROPERTIES, INC.",0000765880,PEAK,PHYSICIANS REALTY TRUST,,,2023-12-15,2023-12-15 06:03:02,https://www.sec.gov/Archives/edgar/data/765880/000110465923126122/tm2331970-1_s4.htm
CHOICE HOTELS INTERNATIONAL INC /DE,0001046311,CHH,"WYNDHAM HOTELS & RESORTS, INC.",0001722684,WH,2023-12-12,2023-12-12 08:52:31,https://www.sec.gov/Archives/edgar/data/1046311/000119312523293048/d615790ds4.htm
CENTRAL VALLEY COMMUNITY BANCORP,0001127371,CVCY,COMMUNITY WEST BANCSHARES,0001051343,CWBC,2023-12-08,2023-12-08 06:09:35,https://www.sec.gov/Archives/edgar/data/1127371/000119312523291144/d594964ds4.htm
FEUTUNE LIGHT ACQUISITION CORP,0001912582,FLFVU,THUNDER POWER,,,2023-12-07,2023-12-07 16:19:19,https://www.sec.gov/Archives/edgar/data/1912582/000121390023094072/fs42023_feutunelight.htm
FEUTUNE LIGHT ACQUISITION CORP,0001912582,FLFVW,THUNDER POWER,,,2023-12-07,2023-12-07 16:19:19,https://www.sec.gov/Archives/edgar/data/1912582/000121390023094072/fs42023_feutunelight.htm
FEUTUNE LIGHT ACQUISITION CORP,0001912582,FLFV,THUNDER POWER,,,2023-12-07,2023-12-07 16:19:19,https://www.sec.gov/Archives/edgar/data/1912582/000121390023094072/fs42023_feutunelight.htm
FEUTUNE LIGHT ACQUISITION CORP,0001912582,FLFVR,THUNDER POWER,,,2023-12-07,2023-12-07 16:19:19,https://www.sec.gov/Archives/edgar/data/1912582/000121390023094072/fs42023_feutunelight.htm
"GRAPHITE BIO, INC.",0001815776,GRPH,"LENZ THERAPEUTICS, INC.",0000000000,LENZ,2023-12-06,2023-12-06 16:57:38,https://www.sec.gov/Archives/edgar/data/1815776/000119312523289969/d548341ds4.htm
FOCUS IMPACT ACQUISITION CORP.,0001854480,FIAC,FIAC,,DEVS,2023-12-01,2023-12-01 20:40:19,https://www.sec.gov/Archives/edgar/data/1854480/000114036123055895/ny20010621x1_s4.htm
FOCUS IMPACT ACQUISITION CORP.,0001854480,FIACU,FIAC,,DEVS,2023-12-01,2023-12-01 20:40:19,https://www.sec.gov/Archives/edgar/data/1854480/000114036123055895/ny20010621x1_s4.htm
FOCUS IMPACT ACQUISITION CORP.,0001854480,FIACW,FIAC,,DEVS,2023-12-01,2023-12-01 20:40:19,https://www.sec.gov/Archives/edgar/data/1854480/000114036123055895/ny20010621x1_s4.htm
REALTY INCOME CORP,0000726728,O,"SPIRIT REALTY CAPITAL, INC.",0001308606,SRC,2023-12-01,2023-12-01 17:29:17,https://www.sec.gov/Archives/edgar/data/726728/000110465923122913/tm2331471-1_s4.htm
PEOPLES FINANCIAL SERVICES CORP.,0001056943,PFIS,"FNCB BANCORP, INC.",0001035976,FNCB,2023-11-22,2023-11-22 16:38:27,https://www.sec.gov/Archives/edgar/data/1056943/000110465923120791/tm2330661-1_s4.htm
EXXON MOBIL CORP,0000034088,XOM,PIONEER NATURAL RESOURCES COMPANY,0001038357,PXD,2023-11-21,2023-11-21 17:23:40,https://www.sec.gov/Archives/edgar/data/34088/000119312523281591/d558467ds4.htm
"POWERFLEET, INC.",0001774170,PWFL,PARTY,,MIX,2023-11-17,2023-11-17 17:16:04,https://www.sec.gov/Archives/edgar/data/1774170/000149315223041916/forms-4.htm
"AGEX THERAPEUTICS, INC.",0001708599,AGE,SERINA THERAPEUTICS INC,0000000000,SER,2023-11-14,2023-11-14 08:01:49,https://www.sec.gov/Archives/edgar/data/1708599/000149315223040779/forms-4.htm
STANDARD BIOTOOLS INC.,0001162194,LAB,"SOMALOGIC, INC.",0001837412,SLGC,2023-11-13,2023-11-13 21:35:56,https://www.sec.gov/Archives/edgar/data/1162194/000110465923117457/tm2327944-1_s4.htm
CONCORD ACQUISITION CORP III,0001851961,CNDB,GIGACLOUD TECHNOLOGY INC.,0001857816,GCT,2023-11-13,2023-11-13 17:13:36,https://www.sec.gov/Archives/edgar/data/1851961/000110465923117333/cndb-20230630xs4.htm
CONCORD ACQUISITION CORP III,0001851961,CNDB-UN,GIGACLOUD TECHNOLOGY INC.,0001857816,GCT,2023-11-13,2023-11-13 17:13:36,https://www.sec.gov/Archives/edgar/data/1851961/000110465923117333/cndb-20230630xs4.htm
CONCORD ACQUISITION CORP III,0001851961,CNDB-WT,GIGACLOUD TECHNOLOGY INC.,0001857816,GCT,2023-11-13,2023-11-13 17:13:36,https://www.sec.gov/Archives/edgar/data/1851961/000110465923117333/cndb-20230630xs4.htm
TENX KEANE ACQUISITION,0001851484,TENKR,TENX KEANE ACQUISITION ORDINARY SHARE,0001851484,TENK,2023-11-13,2023-11-13 16:23:41,https://www.sec.gov/Archives/edgar/data/1851484/000149315223040532/forms-4.htm
TENX KEANE ACQUISITION,0001851484,TENKU,TENX KEANE ACQUISITION ORDINARY SHARE,0001851484,TENK,2023-11-13,2023-11-13 16:23:41,https://www.sec.gov/Archives/edgar/data/1851484/000149315223040532/forms-4.htm
TENX KEANE ACQUISITION,0001851484,TENK,TENX KEANE ACQUISITION CORP.,0001851484,TENKU,2023-11-13,2023-11-13 16:23:41,https://www.sec.gov/Archives/edgar/data/1851484/000149315223040532/forms-4.htm
10X CAPITAL VENTURE ACQUISITION CORP. III,0001848948,VCXB-WT,ISHARES MSCI ARGENTINA AND GLOBAL EXPOSURE ETF,0001100663,AGT,2023-11-13,2023-11-13 16:11:45,https://www.sec.gov/Archives/edgar/data/1848948/000121390023086118/fs42023_10xcapital3.htm
10X CAPITAL VENTURE ACQUISITION CORP. III,0001848948,VCXB-UN,ISHARES MSCI ARGENTINA AND GLOBAL EXPOSURE ETF,0001100663,AGT,2023-11-13,2023-11-13 16:11:45,https://www.sec.gov/Archives/edgar/data/1848948/000121390023086118/fs42023_10xcapital3.htm
10X CAPITAL VENTURE ACQUISITION CORP. III,0001848948,VCXB,ISHARES MSCI ARGENTINA AND GLOBAL EXPOSURE ETF,0001100663,AGT,2023-11-13,2023-11-13 16:11:45,https://www.sec.gov/Archives/edgar/data/1848948/000121390023086118/fs42023_10xcapital3.htm
"EASTERN BANKSHARES, INC.",0001810546,EBC,CAMBRIDGE,,,2023-11-13,2023-11-13 09:49:04,https://www.sec.gov/Archives/edgar/data/1810546/000119312523275517/d549716ds4.htm
MAQUIA CAPITAL ACQUISITION CORP,0001844419,MAQC,MAQUIA CAPITAL ACQUISITION CORPORATION,0001844419,MAQCW,2023-11-09,2023-11-09 16:35:46,https://www.sec.gov/Archives/edgar/data/1844419/000110465923116332/maqcu-20230630xs4.htm
MAQUIA CAPITAL ACQUISITION CORP,0001844419,MAQCW,MAQUIA CAPITAL ACQUISITION CORPORATION,0001844419,MAQC,2023-11-09,2023-11-09 16:35:46,https://www.sec.gov/Archives/edgar/data/1844419/000110465923116332/maqcu-20230630xs4.htm
MAQUIA CAPITAL ACQUISITION CORP,0001844419,MAQCU,MAQUIA CAPITAL ACQUISITION CORPORATION,0001844419,MAQC,2023-11-09,2023-11-09 16:35:46,https://www.sec.gov/Archives/edgar/data/1844419/000110465923116332/maqcu-20230630xs4.htm
"CYCLO THERAPEUTICS, INC.",0000922247,CYTHW,"CYCLO THERAPEUTICS, INC.",0000922247,CYTH,2023-11-07,2023-11-07 16:45:23,https://www.sec.gov/Archives/edgar/data/922247/000143774923030668/ctdh20231025_s4.htm
